address,categories,coordinates,name,phone,price,query_offset,rating,restaurant_id,transactions,url,zip_code
,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 44.987941, 'longitude': -93.278038}",Soul Fu,(612) 423-0664,,201,5.0,rujN_YOneKbzOd8VI7naQQ,[],https://www.yelp.com/biz/soul-fu-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}]","{'latitude': 44.99478, 'longitude': -93.22637}",Zakia Deli,(612) 379-0288,$,201,4.5,beiLfLG1Y0sAxhXZoqok8A,['pickup'],https://www.yelp.com/biz/zakia-deli-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 44.969483, 'longitude': -93.246147}",Hard Times Café,(612) 666-0556,$,201,4.0,Rj1qvUhDindvLtMAHxCwWg,[],https://www.yelp.com/biz/hard-times-caf%C3%A9-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55454.0
,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.90189, 'longitude': -93.2233399}",Grande Sunrise Mexican Restaurant,(612) 886-2678,$,201,4.5,fXGVtl0dYIIlVhJeoK55TA,['delivery'],https://www.yelp.com/biz/grande-sunrise-mexican-restaurant-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55417.0
,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'latin', 'title': 'Latin American'}]","{'latitude': 44.95719, 'longitude': -93.22865}",Cafe Racer Kitchen,(612) 208-1695,$$,201,4.5,5aWhORV8Z6f--mPCHKxyEw,"['pickup', 'delivery']",https://www.yelp.com/biz/cafe-racer-kitchen-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55406.0
,"[{'alias': 'food_court', 'title': 'Food Court'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 44.9847838, 'longitude': -93.2771236}",Graze | Provisions + Libations,(612) 259-8965,$$,201,3.5,602rKAvUqV6uMGI7OwHNxQ,['delivery'],https://www.yelp.com/biz/graze-provisions-libations-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.97226, 'longitude': -93.26633}",Tavola Italian Kitchen & Bar,(612) 389-2299,,201,3.0,ki0OAKTRUPueCk8EfJH1Sg,['delivery'],https://www.yelp.com/biz/tavola-italian-kitchen-and-bar-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55404.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 44.975992, 'longitude': -93.2687920331954}",The Six15 Room,(612) 228-8888,$$,201,4.0,n3pvwUbU7uylefOrf1VINw,['delivery'],https://www.yelp.com/biz/the-six15-room-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55402.0
,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'somali', 'title': 'Somali'}]","{'latitude': 44.94862, 'longitude': -93.2619}",Hamdi Restaurant,(612) 823-9660,$,201,4.0,hPOU6JQoAIYU5Jl4l8sGYw,['delivery'],https://www.yelp.com/biz/hamdi-restaurant-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55407.0
,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 44.963462, 'longitude': -93.167263}",Black Sea Restaurant,(651) 917-8832,$,201,4.5,mpiFVbqHqkNd0fBfBxCJ7g,['delivery'],https://www.yelp.com/biz/black-sea-restaurant-saint-paul-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55104.0
,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 44.98914, 'longitude': -93.25228}",Spitz,(612) 584-4922,$$,201,4.0,t6gOJACxHQFveV1-vmEZmg,"['pickup', 'delivery']",https://www.yelp.com/biz/spitz-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}]","{'latitude': 44.95649, 'longitude': -93.27747}",Khun Nai Thai Cuisine,(612) 874-7721,$$,201,4.0,34Il_lbydJyfoi1nwRzXUQ,['delivery'],https://www.yelp.com/biz/khun-nai-thai-cuisine-minneapolis-5?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55404.0
,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.975065, 'longitude': -93.273613}",Zelo,(612) 333-7000,$$,201,4.5,OrvTXpV0N29ucP8QmxDC0Q,"['pickup', 'delivery']",https://www.yelp.com/biz/zelo-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55402.0
,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'poke', 'title': 'Poke'}]","{'latitude': 44.985067, 'longitude': -93.277597}",Fish Bowl Poke,(612) 354-2516,$$,201,4.0,XF_o4SpUHE7hSNa9uPZICw,"['pickup', 'delivery']",https://www.yelp.com/biz/fish-bowl-poke-minneapolis-4?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9321834995142, 'longitude': -93.2219841331244}",Taqueria Mi Guanajuato,(952) 687-1282,$,201,5.0,ohOttxzzQDqlFq3y6PY_lw,['delivery'],https://www.yelp.com/biz/taqueria-mi-guanajuato-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55406.0
,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.94809, 'longitude': -93.22468}",Habanero Tacos Grill,(612) 501-6929,,201,4.5,fE8SzI71_KZHio8dBIvDmg,"['pickup', 'delivery']",https://www.yelp.com/biz/habanero-tacos-grill-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55406.0
,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.9888, 'longitude': -93.2549}",Stray Dog,(612) 378-2855,$$,201,4.0,RFdLxs7xfDmHSYZQIKiEBw,['delivery'],https://www.yelp.com/biz/stray-dog-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 44.9985084533691, 'longitude': -93.2514114379883}",Uncle Franky's,(612) 455-2181,$,201,4.0,MYw9rgZa2QDN6m8-24CVyQ,"['pickup', 'delivery']",https://www.yelp.com/biz/uncle-frankys-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 44.9841318058663, 'longitude': -93.2540951613423}",Jefe Urban Cocina,(612) 255-2000,$$,201,3.5,mqebGzfEnmpKaWvl7eZdnw,"['pickup', 'delivery']",https://www.yelp.com/biz/jefe-urban-hacienda-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 44.9494208824904, 'longitude': -93.2962444498114}",Hammer & Sickle,(612) 367-4035,$$,201,4.0,5yqRr3ffEzc75nsAorCXHQ,"['pickup', 'delivery']",https://www.yelp.com/biz/hammer-and-sickle-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55113.0
,"[{'alias': 'restaurants', 'title': 'Restaurants'}]","{'latitude': 44.96241, 'longitude': -93.2876}",Oliver's A Confectionery,(612) 871-5591,,201,5.0,vcZWmPuWBmUU__SQmkN1GA,[],https://www.yelp.com/biz/olivers-a-confectionery-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55405.0
,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.948756, 'longitude': -93.270776}",Taqueria La Hacienda,(612) 822-2715,$,201,4.0,nGgs-YK5de-dmIu8iinp9w,['delivery'],https://www.yelp.com/biz/taqueria-la-hacienda-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 44.948084, 'longitude': -93.30636}",Lola's Cafe,,,201,1.0,WOUTeF920uNwzijK-45rCw,['delivery'],https://www.yelp.com/biz/lolas-cafe-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.96247, 'longitude': -93.27437}",$5 Pizza,(612) 315-4695,,201,4.0,fm0EEoRx4zPwqVwaKDqSQQ,['delivery'],https://www.yelp.com/biz/5-pizza-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55404.0
,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.9061499, 'longitude': -93.28761}",Prima Pasta Salads Panini,(612) 827-7376,$$,201,4.5,Y_6m9iJZK7EGZorBS9g6hA,['delivery'],https://www.yelp.com/biz/prima-pasta-salads-panini-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55419.0
,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.9126091, 'longitude': -93.3090591}",Broders Cucina Italiana,(612) 925-3113,$$,201,4.0,GwXxeMEQAFbu1HXowumfXg,"['pickup', 'delivery']",https://www.yelp.com/biz/broders-cucina-italiana-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55410.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 44.98887427, 'longitude': -93.25294723}",Ray J's American Grill,(612) 353-4554,$$,201,4.0,FBh_NrKvFHVM8ntYkTfdXw,"['pickup', 'delivery']",https://www.yelp.com/biz/ray-js-american-grill-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'polish', 'title': 'Polish'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 45.0049758, 'longitude': -93.2575355}",Sikora's Polish Market & Deli,(612) 789-0907,$$,201,5.0,ktRQ7XV2SpvJhNcXvRJwAA,['delivery'],https://www.yelp.com/biz/sikoras-polish-market-and-deli-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'distilleries', 'title': 'Distilleries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.98575, 'longitude': -93.27118}",Stilheart Distillery & Cocktail Lounge,(612) 259-8743,$$,201,4.5,oTcgLWwUeGHR_hXLqFkE2Q,[],https://www.yelp.com/biz/stilheart-distillery-and-cocktail-lounge-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}]","{'latitude': 44.948092, 'longitude': -93.2529}",Pupuseria El Rincon Salvadoreno,(612) 728-5442,$,201,4.0,dIgTL4aZfqRfWqWgGI5DHQ,"['pickup', 'delivery']",https://www.yelp.com/biz/pupuseria-el-rincon-salvadoreno-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55407.0
,"[{'alias': 'turkish', 'title': 'Turkish'}]","{'latitude': 44.9701096, 'longitude': -93.2466637}",Campus Cafe - Turkish Grill,(612) 354-7158,,201,4.0,hkUZdrO7rwcIW0fySw-NYA,['delivery'],https://www.yelp.com/biz/campus-cafe-turkish-grill-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55454.0
,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 44.933839, 'longitude': -93.284657}",Grand Café,(612) 822-8260,$$,201,4.0,vLTPr7QRPW05LhyyQ2HPxQ,"['pickup', 'delivery']",https://www.yelp.com/biz/grand-caf%C3%A9-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55409.0
,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}]","{'latitude': 45.030444, 'longitude': -93.337883}",Pig Ate My Pizza,(763) 537-7267,$$,251,4.0,l472fSKhC6Ej5uRTkXa1rw,"['delivery', 'pickup']",https://www.yelp.com/biz/pig-ate-my-pizza-robbinsdale?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55422.0
,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]","{'latitude': 44.978151, 'longitude': -93.271725}",The Oceanaire Seafood Room,(612) 333-2277,$$$,251,3.5,9buJnS-Q6WBZx_5Dhk6XCA,"['delivery', 'pickup']",https://www.yelp.com/biz/the-oceanaire-seafood-room-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55402.0
,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 44.969505, 'longitude': -93.344206}",REVEAL Rooftop Bar & Lounge,(763) 545-0000,,251,4.0,laTt8Fkkp6375DBiKd3VuA,['delivery'],https://www.yelp.com/biz/reveal-rooftop-bar-and-lounge-saint-louis-park?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55416.0
,"[{'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 44.94766, 'longitude': -93.28861}",Szechuan Spice,(612) 353-4281,$$,251,3.5,FlF0_Ied8DmcHVGfX9kBmQ,"['delivery', 'pickup']",https://www.yelp.com/biz/szechuan-spice-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'butcher', 'title': 'Butcher'}]","{'latitude': 44.924268, 'longitude': -93.3145185}",Clancey's Meats and Fish,(612) 926-0222,$$,251,4.5,lX4qQzh6zm-DgwGWfESPJg,['delivery'],https://www.yelp.com/biz/clanceys-meats-and-fish-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55410.0
,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 44.99154817, 'longitude': -93.24706417}",Beast Barbecue,(612) 584-3657,$$,251,3.5,eu6h9r2vAJxvRvLoRe0rjg,['delivery'],https://www.yelp.com/biz/beast-barbecue-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'african', 'title': 'African'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.96315, 'longitude': -93.2629471}",Daily Cairo Grill,(612) 870-6200,$,251,4.5,Haa7PDjT4HF6gCHt-EDObQ,['delivery'],https://www.yelp.com/biz/daily-cairo-grill-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55404.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 44.9846149557524, 'longitude': -93.2550563269837}",Aster Cafe,(612) 379-3138,$$,251,3.5,zIofRYBS1e5rZLXaAEJACQ,['delivery'],https://www.yelp.com/biz/aster-cafe-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9759292602539, 'longitude': -93.2722396850586}",Habanero Tacos Grill,(612) 501-6929,$$,251,4.5,nvLT-eYsqBk1V1zLIks17A,[],https://www.yelp.com/biz/habanero-tacos-grill-minneapolis-3?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55402.0
,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.97698016, 'longitude': -93.27367659}",Firelake Grill House & Cocktail Bar,(612) 216-3473,$$,251,4.0,eCcawIMRS3ShFnkqb0W05w,"['delivery', 'pickup']",https://www.yelp.com/biz/firelake-grill-house-and-cocktail-bar-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55402.0
,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.98795, 'longitude': -93.27803}",North Loop Galley,(612) 354-7450,$$,251,4.0,ZVQzJcOwbPQrKk7QBQB7uA,[],https://www.yelp.com/biz/north-loop-galley-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55413.0
,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 44.9738136, 'longitude': -93.2263274}",Sidewalk Kitchen,(612) 379-9999,$$,251,4.0,YU-m4roZJo6srfCQ1XELxw,"['delivery', 'pickup']",https://www.yelp.com/biz/sidewalk-kitchen-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.9738173366585, 'longitude': -93.2254046201705}",Hong Kong Noodle,(612) 379-9472,$$,251,3.5,r8YD1Wbqp9iq-JFgTZ_Viw,['delivery'],https://www.yelp.com/biz/hong-kong-noodle-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55414.0
,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.9163489289451, 'longitude': -93.2846475765109}",La Fresca,(612) 825-4142,$$,251,4.0,ZZoFazd6FW85wty6uAhDCQ,['delivery'],https://www.yelp.com/biz/la-fresca-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55419.0
,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.9008511, 'longitude': -93.2477544}",Fat Lorenzo's,(612) 822-2040,$$,251,4.0,3gvxjCwht6zSvLuf_bU09Q,"['delivery', 'pickup']",https://www.yelp.com/biz/fat-lorenzos-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55417.0
,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.939387, 'longitude': -93.252712}",Reverie Cafe + Bar,(612) 987-7080,$$,251,5.0,qkDlcBEJr0JZjKI7fWVzrw,[],https://www.yelp.com/biz/reverie-cafe-bar-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55407.0
,"[{'alias': 'french', 'title': 'French'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 44.948498, 'longitude': -93.302242}",Barbette,(612) 827-5710,$$,251,4.0,opobJTJa9atqAytH80goDA,"['delivery', 'pickup']",https://www.yelp.com/biz/barbette-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55408.0
,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 44.98441, 'longitude': -93.27306}",J.D. Hoyt's,(612) 338-1560,$$$,251,4.0,t_FhMt5J9Dc-AhkS7iOhMA,['delivery'],https://www.yelp.com/biz/j-d-hoyts-minneapolis-2?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55401.0
,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 44.94863, 'longitude': -93.21436}",Hi-Lo Diner,(612) 353-6568,$$,251,4.0,D5OfOpImhbZDqAeLCj7_RQ,['delivery'],https://www.yelp.com/biz/hi-lo-diner-minneapolis?adjust_creative=5q2gXrFINpdsi56KQ3uWdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5q2gXrFINpdsi56KQ3uWdQ,55406.0
